Country_code,Country_name,Series_code,Series_name,Year,Value
EGY,"Egypt, Arab Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
EMU,Euro area,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ERI,Eritrea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ESP,Spain,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
EST,Estonia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ETH,Ethiopia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
FIN,Finland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
FJI,Fiji,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
FRA,France,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
FRO,Faeroe Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
FSM,"Micronesia, Fed. Sts.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GAB,Gabon,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GBR,United Kingdom,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GEO,Georgia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GHA,Ghana,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GIB,Gibraltar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GIN,Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GMB,"Gambia, The",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GNB,Guinea-Bissau,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GNQ,Equatorial Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GRC,Greece,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GRD,Grenada,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GRL,Greenland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GTM,Guatemala,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GUM,Guam,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
GUY,Guyana,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HIC,High income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HKG,"Hong Kong SAR, China",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HND,Honduras,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HRV,Croatia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HTI,Haiti,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
HUN,Hungary,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IDN,Indonesia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IMY,Isle of Man,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IND,India,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IRL,Ireland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IRN,"Iran, Islamic Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
IRQ,Iraq,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ISL,Iceland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ISR,Israel,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ITA,Italy,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
JAM,Jamaica,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
JOR,Jordan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
JPN,Japan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KAZ,Kazakhstan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KEN,Kenya,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KGZ,Kyrgyz Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KHM,Cambodia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KIR,Kiribati,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KNA,St. Kitts and Nevis,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KOR,"Korea, Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KSV,Kosovo,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
KWT,Kuwait,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LAC,Latin America & Caribbean,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LAO,Lao PDR,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LBN,Lebanon,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LBR,Liberia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LBY,Libya,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LCA,St. Lucia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LIC,Low income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LIE,Liechtenstein,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LKA,Sri Lanka,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LMC,Lower middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LMY,Low & middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LSO,Lesotho,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LTU,Lithuania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LUX,Luxembourg,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
LVA,Latvia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MAC,"Macao SAR, China",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MAF,St. Martin (French part),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MAR,Morocco,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MCO,Monaco,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MDA,Moldova,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MDG,Madagascar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MDV,Maldives,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MEX,Mexico,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MHL,Marshall Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MIC,Middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MKD,"Macedonia, FYR",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MLI,Mali,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MLT,Malta,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MMR,Myanmar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MNA,Middle East & North Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MNE,Montenegro,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MNG,Mongolia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MNP,Northern Mariana Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MOZ,Mozambique,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MRT,Mauritania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MUS,Mauritius,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MWI,Malawi,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MYS,Malaysia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
MYT,Mayotte,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NAM,Namibia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NCL,New Caledonia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NER,Niger,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NGA,Nigeria,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NIC,Nicaragua,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NIU,Niue,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NLD,Netherlands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NOR,Norway,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NPL,Nepal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NRU,Nauru,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
NZL,New Zealand,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
OMN,Oman,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PAK,Pakistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PAN,Panama,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PER,Peru,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PHL,Philippines,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PLW,Palau,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PNG,Papua New Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
POL,Poland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PRI,Puerto Rico,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PRK,"Korea, Dem. Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PRT,Portugal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PRY,Paraguay,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
PYF,French Polynesia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
QAT,Qatar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ROM,Romania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
RUS,Russian Federation,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
RWA,Rwanda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SAS,South Asia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SAU,Saudi Arabia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SDN,Sudan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SEN,Senegal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SGP,Singapore,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SID,Small island developing states,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SLB,Solomon Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SLE,Sierra Leone,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SLV,El Salvador,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SMR,San Marino,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SOM,Somalia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SRB,Serbia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SSA,Sub-Saharan Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
STP,Sao Tome and Principe,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SUR,Suriname,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SVK,Slovak Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SVN,Slovenia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SWE,Sweden,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SWZ,Swaziland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SXM,Sint Maarten (Dutch part),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SYC,Seychelles,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
SYR,Syrian Arab Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TCA,Turks and Caicos Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TCD,Chad,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TGO,Togo,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
THA,Thailand,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TJK,Tajikistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TKM,Turkmenistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TMP,Timor-Leste,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TON,Tonga,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TTO,Trinidad and Tobago,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TUN,Tunisia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TUR,Turkey,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TUV,Tuvalu,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
TZA,Tanzania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
UGA,Uganda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
UKR,Ukraine,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
UMC,Upper middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
URY,Uruguay,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
USA,United States,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
UZB,Uzbekistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
VCT,St. Vincent and the Grenadines,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
VEN,"Venezuela, RB",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
VIR,Virgin Islands (U.S.),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
VNM,Vietnam,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
VUT,Vanuatu,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
WBG,West Bank and Gaza,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
WLD,World,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
WSM,Samoa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
YEM,"Yemen, Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ZAF,South Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ZAR,"Congo, Dem. Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ZMB,Zambia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ZWE,Zimbabwe,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),1990,
ABW,Aruba,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
ADO,Andorra,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
AFG,Afghanistan,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1200.6
AGO,Angola,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,320.9
ALB,Albania,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2794.3
ARE,United Arab Emirates,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2216.4
ARG,Argentina,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2232.2
ARM,Armenia,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
ASM,American Samoa,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
ATG,Antigua and Barbuda,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2380.9
AUS,Australia,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1716.1
AUT,Austria,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,5577.3
AZE,Azerbaijan,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BDI,Burundi,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1348.5
BEL,Belgium,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BEN,Benin,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,847.8
BFA,Burkina Faso,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,600.2
BGD,Bangladesh,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2490.5
BGR,Bulgaria,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,3953.7
BHR,Bahrain,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BHS,"Bahamas, The",AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2032.5
BIH,Bosnia and Herzegovina,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BLR,Belarus,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BLZ,Belize,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2013.8
BMU,Bermuda,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
BOL,Bolivia,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1360.7
BRA,Brazil,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1755.0
BRB,Barbados,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2674.4
BRN,Brunei Darussalam,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1550.0
BTN,Bhutan,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1287.8
BWA,Botswana,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,265.5
CAF,Central African Republic,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,809.8
CAN,Canada,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2636.2
CHE,Switzerland,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,5983.8
CHI,Channel Islands,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
CHL,Chile,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,3619.6
CHN,China,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,4324.6
CIV,Cote d'Ivoire,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,886.5
CMR,Cameroon,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1259.2
COG,"Congo, Rep.",AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,624.3
COK,Cook Islands,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
COL,Colombia,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2475.3
COM,Comoros,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1266.9
CPV,Cape Verde,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,334.6
CRI,Costa Rica,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,3096.7
CUB,Cuba,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,2342.1
CUW,Curacao,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
CYM,Cayman Islands,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
CYP,Cyprus,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1885.9
CZE,Czech Republic,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,
DEU,Germany,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,5411.1
DJI,Djibouti,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1666.6
DMA,Dominica,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,1363.6
DNK,Denmark,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,6117.9
DOM,Dominican Republic,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,3996.1
DZA,Algeria,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,687.6
EAP,East Asia & Pacific,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1990,3796.46170968025
